nm;Pute2_2, (M, id=5248);Rind1_1, (M, id=5249);Rind1_2, (M, id=5250);Rind1_3 Schwarte, (M, id=5251);Rind1_4, (M, id=5252);Rind1_5 Sehne, (M, id=5253);Rind2 Fett, (M, id=5254);Rind Rumpsteak, (M, id=5255);Rind Rumpsteak Schwarte, (M, id=5256);Schweinenacken1 Fett, (M, id=5257);Schweinenacken1 Fett, (M, id=5258);Schweinenacken1 Knochen, (M, id=5259);Schweinenachen1 Knochenmark, (M, id=5260);Schweineruecken1, (M, id=5261);Schweineruecken1 Sehne, (M, id=5262);Schweineruecken2, (M, id=5263);Schweineruecken3, (M, id=5264);Schweineruecken4, (M, id=5265);Kotelett Fett, (M, id=5952);Kotelett Fleisch dunkel, (M, id=5953);Kotelett Fleisch hell, (M, id=5954);Kotelett Knochen, (M, id=5955);Kotelett Knochenmark, (M, id=5956);Rumpsteak Fleisch dunkel, (M, id=5957);Rumpsteak Fett, (M, id=5958);Rumpsteak Fleisch hell, (M, id=5959);Jungbulle Hüftsteak 1, (M, id=5966);Jungbulle Hüftsteak 2, (M, id=5967);Rinderhüfte 1, (M, id=5971);Rinderhüfte 2, (M, id=5972);Rinderhüfte 3 Fett, (M, id=5973);Rinderhüfte 4, (M, id=5974);Rinderkeule 1 Fett, (M, id=5975);Rinderkeule 2, (M, id=5976);Rinderkeule 3, (M, id=5977);Schwein 1, (M, id=5978);Schwein 2, (M, id=5979);Schweinenacken 1-1 Fett, (M, id=5980);Schweinenacken 1-2, (M, id=5981);Schweinerücken 1-1, (M, id=5982);Schweinerücken 1-2, (M, id=5983);Schwein Fett, (M, id=5984);Weisswurst, (M, id=5986);Schweinefleisch Fett 1, (M, id=5987);Schweinefleisch Fett 2, (M, id=5988);Schweinefleisch Fett 3, (M, id=5989);Schweinefleisch Fett Blut, (M, id=5990);Schweinefleisch Fleisch 1, (M, id=5991);Schweinefleisch Fleisch 2, (M, id=5992);Schweinefleisch Fleisch 3, (M, id=5993);Schweinefleisch Fleisch 4, (M, id=5994);Schweinefleisch Knochen 1, (M, id=5995);Schweinefleisch Knochen 2, (M, id=5996);Schweinefleisch Knochen 3, (M, id=5997);Schweinefleisch Knochen Rippe, (M, id=5998);Schweinefleisch Knochenmark 1, (M, id=5999);Schweinefleisch Knorpel, (M, id=6000);Schweinefleisch Schwarte, (M, id=6001);Schweinefleisch Sehne 1, (M, id=6002);Huhn1_1, (M, id=5237);Huhn1_2, (M, id=5238);Huhn2 Fett, (M, id=5239);Huhn2, (M, id=5240);Jungbulle1_1, (M, id=5241);Jungbulle1_2, (M, id=5242);Jungbulle2, (M, id=5243);Jungbulle3, (M, id=5244);Pute1_1, (M, id=5245);Pute1_2, (M, id=5246);Pute2_1, (M, id=5247)
500;14,5744057979;5,66256575842;8,04182083866;33,978618904;7,70038573988;30,8654916123;19,3057314305;7,92357014458;30,700001752;10,3399473155;39,7933344976;14,5558377839;8,02172610144;12,8364155534;38,6207664379;18,7709963586;12,9797563299;17,6175539212;33,5260839349;9,37892755902;13,0136786672;40,2743952206;6,14721288262;6,26971329578;22,4101297604;10,3162969161;27,0505532439;8,39231077252;9,17522010804;11,4292803069;34,8509205176;9,75945975218;25,8500819458;6,964653938;8,93878583838;10,1530839826;19,9301559716;45,9647764232;14,8880631349;22,5188941912;14,9089274484;35,8791966011;43,5339953747;43,0829586013;16,2478105424;32,2952882216;4,180369712;10,7730539851;7,12384667606;7,22040733366;11,9317660717;7,31829975338;13,1556275065;8,4349620716;5,39290008844;15,8595574877;15,3561289242;44,5967607637;38,1312309809;15,0284228644;10,983936759;25,6322634359;9,71739076562;6,02650272986;7,19940511418;8,78518701082;8,23053294462;10,2482596464;10,42965158;11,407480892
510;13,8240861291;5,71853479494;7,9665958167;33,6505584434;7,65822734712;30,3442136413;19,367296589;7,75356778202;31,8618279052;9,50541652008;39,9439914685;14,9174290981;8,0550575708;12,3836817997;38,3179139935;18,268155439;11,9735393245;16,9705750297;33,1596403585;8,78930888726;12,5529762186;40,0653502983;6,22161897052;6,17880893526;22,4954832243;10,1639466843;27,1191002722;8,43012385058;8,29797089506;11,4589420037;35,1875525574;9,57276506432;25,8043223565;6,88570536278;8,11727301832;9,99946432482;19,1905488237;45,4798857341;14,9131416965;22,3564345812;14,5936978538;35,6769195238;43,443344488;42,6688559513;16,1337271046;32,4624240925;4,1531157501;10,1717090517;7,08364789226;7,24310637894;11,7744821273;7,29493356682;13,1501521293;8,4209596371;5,39461940688;15,7245958496;15,534967261;44,1979184533;37,2880842711;14,7255512017;10,6404473137;25,7446497389;9,3143512139;6,05148655384;7,22909770456;8,87538418164;8,28370804336;9,93605039326;9,97713270918;11,0342996102
520;12,6940314625;5,6393751603;6,91690857814;32,0175642961;6,6380640539;29,2181629174;18,4393447647;6,72704336798;31,1167408026;8,51060609246;38,0083152883;13,9771240738;7,00988886942;11,4509048873;37,2695640029;16,9604378779;10,9867306968;15,9798363668;31,9108920488;7,99898921922;11,8086178899;38,0918894132;6,05435585654;5,7626773463;21,2794186154;8,87920941592;24,8460190975;7,66175448174;7,58328593852;9,92208876116;32,3647640074;8,47778438168;25,5197513472;6,14798779032;7,07289768888;9,37485800582;18,2861435064;43,8279045739;14,1857529626;21,6106696745;13,6769269072;34,3986834937;42,9140046964;41,4715712737;14,6334074507;30,983080342;3,7560128344;9,26979645256;6,52751172866;6,20823889696;10,8966242857;6,92652505002;11,3335569436;7,60835297928;5,131536684;13,2921356856;14,5270316911;42,8509534626;35,8888160384;14,2616427599;10,1237072526;24,9326115068;8,81277675484;6,18215665798;6,43187777154;8,0449343058;7,5311321234;9,43617366846;9,37584483094;10,4060913407
530;11,3515696646;5,17437982428;4,89243335374;28,5412989948;4,63607918132;26,795468652;15,9951676484;4,71613386892;27,7588487066;7,56476109292;34,1839788639;11,6112470101;5,2340833354;10,0208209451;35,709918435;14,8984206555;10,0701161204;14,8291192912;29,8197768233;7,02280531822;10,7152224432;34,3876885264;5,62187482228;4,7970620253;17,9037610322;6,72367658152;19,4447909949;5,85024329346;6,77456926752;7,0604590606;25,6826216592;6,53249258758;24,1518936699;4,7913656798;5,74962551196;8,1426489256;16,9450304774;40,9033893191;12,3916497407;20,36506588;11,9924639508;31,7530482341;42,4492134764;39,633905447;11,941763106;27,180745237;3,35335459912;8,13741016992;5,391797096;4,27851797148;9,26775981624;6,16562231488;8,09315748618;6,22316743244;4,80447693526;9,8476791083;12,4539083565;40,7286119801;33,6555486116;13,7414748792;9,63209732234;23,0294311137;8,36812032048;5,9212215618;4,64479898826;6,1864650442;5,7876867324;8,76293312606;8,85746942216;9,82261342102
540;10,0083945917;4,71698354204;3,62021733092;25,8052986733;3,39718235304;24,6745322395;14,0460306478;3,34689814118;25,2125996394;6,62975112552;31,8824546566;10,4794000261;4,39327388198;8,89998991314;34,6474705183;13,3571675131;8,99336837312;13,7506815071;28,1119354056;6,26252806396;9,80834448392;31,6621973638;5,44896547456;4,06382073012;15,1891550135;5,20481905328;15,3978996246;4,41403339452;5,8357309459;5,0532184256;20,5969590878;5,05026429414;22,7459950028;3,90395551936;4,69363581972;7,24396003;15,6826149158;38,4938902295;10,8190640827;19,4995136471;10,6733469098;29,7515086765;42,0226220864;38,3104461608;10,5393499132;24,4997157101;3,15100598034;7,29304414584;4,70942469116;3,08873761008;8,17008939728;5,80937676888;6,59131272106;5,53564552364;4,70322672948;8,42431219576;11,2611423706;39,2401149375;31,8182756222;13,300136886;9,113932219;21,6501838653;7,84741475316;5,57888919858;3,48575967496;4,96206371122;4,56613090646;8,15654822158;8,22860332074;9,27646261644
550;9,38533803762;5,2383522727;3,97162374744;26,4232140203;3,70953775854;25,3419353065;14,9427813642;3,77963943816;26,6093293611;6,28921344566;33,5772200314;12,0379638769;5,12012079684;8,9101369738;34,5899662032;13,5705628229;8,40800636384;13,2357022703;28,3111687908;6,18839230212;9,63985038038;32,3388531924;5,80086877534;4,4300068548;16,3577142946;5,61245950096;17,1422783505;4,9472061177;5,6038845434;5,57979813834;22,4834360798;5,42935831224;23,8905057158;4,1776181886;4,74550914142;7,3548596582;15,4820995713;38,4926291004;11,151815445;19,7566118337;10,9664249002;30,4876600768;42,1567154326;38,4312894876;11,8072820994;26,4700603492;3,29458780136;7,1419764729;5,23714981072;3,67170385028;8,78811573464;6,20834988734;7,83945979058;6,22690326052;4,8780302301;9,55928492172;12,3271758305;39,2326598246;31,4648145501;13,2183566905;8,77023171422;21,9018629758;7,4517915689;6,08859566616;4,0520381673;5,53569090348;5,18689412644;8,04296166804;7,68589422252;8,99171144126
560;9,47377347562;5,94610591624;4,72657962874;27,9474918235;4,45071303162;26,8260852679;16,5891374618;4,70805241718;28,4163601396;6,56192018332;34,7889290038;13,3954161838;5,46469003848;9,29817025916;34,6439862431;14,0948963479;8,37887288982;13,2923745186;28,8953766834;6,39872189062;9,79498820602;33,4999204322;6,05002367466;4,97023933312;18,7158041827;6,45794612372;20,6365534899;6,15143321612;5,9540908639;6,93632686472;26,570760676;6,3512221527;26,0098898429;4,72636399188;5,139602328;7,82071075274;15,6540652623;39,3000876077;12,0902183605;19,9846474882;11,7134428256;31,912699761;42,7758041145;38,6133283318;12,6067503277;29,0100990759;3,3793682621;7,31420258106;5,62956684722;4,79465770084;9,48348291866;6,4472683198;8,7170562025;6,7228821971;4,8940978285;10,2126670899;12,955424748;39,4980679741;31,520999069;13,178960588;8,70867646458;22,3918419814;7,41697181272;7,0821689148;4,90912466656;6,61042952954;6,04389740892;8,05426107892;7,86469945432;8,91338759294
570;9,5856006623;5,55586649152;3,98015629062;26,171446103;3,69805878128;25,1767966231;15,2520024723;3,85995987438;26,263107765;6,45507073562;32,2998063138;11,5086920618;4,3523055219;8,70973719712;33,8037892418;13,0670572825;8,43732000374;13,0100066832;27,6790358174;5,96416874906;9,52764424322;31,420077257;5,6919148693;4,43445299252;16,9431656061;5,53941063328;18,137815082;5,36295477824;5,88726299958;5,93353013596;23,8985066577;5,55567465032;25,210326877;4,22219216816;4,76751649578;7,33099200994;14,9599665958;38,3410338041;11,3931249147;19,200103663;10,8192440941;30,5300017554;43,453772796;37,7401572274;10,8066722918;26,6157945289;2,99232240136;7,05081406114;5,01408097384;3,91657210204;8,56721062274;5,86059150468;6,61526434008;5,63418043098;4,63017016442;8,20567872974;11,5206354178;38,7792983786;30,1980721381;12,9021874171;8,69173303144;21,716438572;7,51770591602;7,06405773668;4,08232237956;5,76467096874;5,17794242988;7,88278371684;8,11486734038;8,87290001884
580;10,2960860115;5,2282214648;3,36398270426;24,6957772195;3,12489164882;23,7148666874;14,2644047091;3,1633903324;25,5676021795;6,56107373416;33,0623252824;12,4475808577;4,63815552506;8,4377352832;33,6912034002;12,5271976692;8,73601052332;13,0058725319;26,7818538274;5,81302495722;9,36681007208;30,3905645115;5,84429836056;4,05718852926;15,285655909;4,76863454198;15,9763071967;4,6712481614;5,98210831668;4,87730509316;21,1997196716;4,8287292784;24,167705242;3,83333165186;4,70032593374;6,87685947966;14,4163979156;38,0517751171;11,0625860356;18,9664664006;10,2492381746;29,7235693676;44,0417222611;37,9689016836;11,5531953579;25,8031784792;2,90242036474;7,05595969118;5,08056697064;3,24644850924;8,3053112981;5,9267879572;7,3541031827;5,99752382756;4,7623124571;9,05057068266;12,1600000153;39,13067728;29,2893140672;12,745953388;8,74355090996;22,1430447068;7,64316267212;6,79996761698;3,54936867168;5,08546859072;4,66415293528;8,02661443422;8,29688857834;8,98404084602
590;12,0127251216;6,46315117488;6,28015327916;28,9292876543;6,1253805172;26,9121046741;18,4754995575;6,25311968604;31,847834026;7,8919078819;39,2387271647;20,6186437209;10,3372761979;9,89475868036;34,923269139;14,7831625293;9,61851313276;13,9036100734;28,7746165733;6,78905087602;10,2419409399;34,8843252949;8,2764574595;6,00985739638;21,3529306628;7,9124495461;26,0043310624;7,80637027418;7,70593739048;9,41680947158;32,6984714237;7,87749958132;27,9214861164;6,07406410038;6,51685787488;8,05464239536;15,2883427623;41,5450160986;14,1666027906;20,3520477502;12,3001777084;33,386169366;44,7425703082;40,0595877428;17,0946312932;33,7763403692;5,24210994346;8,32260414166;6,9221281156;7,38178935882;10,6266050729;8,98576102246;16,3129183343;11,4114944025;6,0838775904;19,3451662279;16,1066225695;41,7345053237;30,6206795577;12,9545737214;8,89086871354;25,0246442674;7,72868800502;8,30916404748;6,81207594904;8,70245410774;8,00998993094;8,51818652752;8,62964467258;9,46046892146
600;13,7504333647;7,67236989908;10,4511727129;32,900000541;10,4372426779;29,9305591173;22,7874888068;10,5382209456;37,6436377132;9,5167945703;42,7615009054;27,7686539317;18,2718402973;11,1133974578;35,4614697129;17,1334165556;10,5066497011;14,6646684248;30,3665105399;7,7157384512;11,1954788729;39,1857276544;12,7528297533;8,56255241312;28,3416473967;12,6328634602;38,4825194957;11,8158838181;10,1445622567;16,7908066644;47,8212844959;12,1184357969;32,0277181457;9,7329984587;9,10237917984;9,21302312276;16,0060363851;44,8878243014;17,6947521805;21,2272510175;14,3003084765;36,6349173268;45,0820796066;41,2417036984;21,1447142745;41,1841020211;10,3354479965;9,29597725262;8,45270108816;12,7092953671;12,8724005341;14,0711627317;26,007996135;19,8577639234;7,86539718018;32,5891383408;18,6301726954;43,3116967136;31,5386173408;12,8994666328;9,0056484197;27,4139554942;7,9022036154;9,96188227838;11,201783538;13,8090211956;12,5507227785;8,8301792353;8,81808408652;9,7541732507
610;14,8750042027;7,66197867398;12,2667281508;33,4886026611;12,5928504322;30,0627862387;23,8383023884;12,2462451537;38,7936525895;10,764585286;43,1665519443;29,7493666718;23,0275758422;11,3267914142;35,2231004879;17,9088118206;11,1154325862;14,9230654229;30,1303282361;7,97396443836;11,3474878366;40,1974386558;16,1088023928;9,4833289144;30,0894268401;14,5794626212;41,99327402;13,3495813336;12,1247893748;20,8624627609;53,1295639763;13,8415656369;32,8081559022;11,6006035102;11,0658285444;9,53174216952;16,0735529748;45,7652431719;19,0090643639;21,0710294176;14,6307383901;37,1056361824;45,2848095418;41,3603280115;22,0623365063;42,8595498499;14,1556734658;9,92291921606;8,83369942652;14,9593609326;13,4047792859;17,7883363684;30,2309996943;25,461841611;8,99473238226;39,4648092452;19,082913547;43,5833960544;31,1856856586;12,7437849311;9,17572926712;28,2789555541;8,09773352354;10,3814301661;13,014347162;16,0307674892;14,4865578494;9,0707214946;9,25995740042;10,0430940481
